Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11166149629,249459562,2019-11-22 06:27:04,2019-11-22 06:35:32,3,Consumer - Read Only,1,0,0,0,1,"it was good training but as the system is not logical, finding documents is impossible and although in the training it seemed easy enough, in practice its almost impossible to find a document you know exists.",0,0,1,0,1,0,asked my colleagues until i found one that could find the document.,1,only if i have read the document before so its saved in my favorites.,0,impossible,0,its so much more difficult to find anything than before and now we have so many more documents.,0,,0,"before you could search a topic and find all related documents, now you can not. finding a document you know exists so finding a document about a topic is not at all possible.",Research and Development (R&D),0,Cambridge,,Individual Contributor,,>7 Years
11165532845,249459562,2019-11-22 01:38:50,2019-11-22 01:48:57,2,Consumer - Read Only,0,0,1,0,1,"I general I think that all the e-training are not effective. Addtionally, in this case the trainings didn't mention discrepancies with versions and numbering.",0,1,1,1,0,0,,3,,0,"If you do not have a document number, you can't find anything",0,"A list of document with no structure. No clue if the document you are reading has been delivered to the supplier (if there is a way to do so, I wasn't trained effectively), you have to search from the supplier's list.",0,"more confusion, too many types of documents not effectively tagged, impossible to find what you are looking for without the document number.",1,"but without any advantage, only more mess",Pharmaceutical Development and Manufacturing (PDM),0,Other (please specify),"if this is anonymous, there are too many question below.",Individual Contributor,,3-4 years
11165516710,249459562,2019-11-22 01:35:47,2019-11-22 01:37:46,2,Owner / Author,0,1,1,0,1,,0,0,1,0,1,0,,0,,1,,2,,,NA,0,NA,Research and Development (R&D),0,Other (please specify),Amsterdam,Other (please specify),RA Associate,Less than a year
11165475285,249459562,2019-11-22 01:10:57,2019-11-22 01:13:32,2,Owner / Author,0,1,0,0,2,,0,0,1,1,1,0,,1,,0,,2,,0,,1,,Research and Development (R&D),0,Other (please specify),Italy,Other (please specify),Manger,>7 Years
11165404882,249459562,2019-11-22 00:25:00,2019-11-22 00:29:34,3,Not Sure,0,0,0,1,1,I did not receive any request to conduct training.,0,0,0,0,0,0,,0,Logging in was an issue given my access to other vaults,1,"System is user friendly, policies and processes from Gilead are not (eg wet signature documents)",1,,0,The transition to GVaultQDMS has not been very smooth. I am sure the system functionality is better but the experience has been poor.,1,,Information Technology (IT),0,Stockley Park,,Director,,1 to 2 years
11165385777,249459562,2019-11-22 00:12:46,2019-11-22 00:16:42,1,Reviewer / Approver,1,0,0,0,3,,0,0,1,1,1,0,,2,,1,,3,,1,"Improved approval workflow, better search capabilities",0,"While certain functions are much improved like searching, the loss of the library function to drive personnel always to the steady state document has led to multiple GMP errors occurring where personnel print and use documents in a approval or draft state - while there are watermarks etc, these rely on human  checks which may detect the error after the document is used.  A system like this should have the capability for a smart interface for regular consumers of documents to default to steady state versions at point of use",Pharmaceutical Development and Manufacturing (PDM),0,Cork/Dublin,,Manager / Group Leader,,>7 Years
11165137787,249459562,2019-11-21 20:55:54,2019-11-21 20:58:11,1,Consumer - Read Only,1,0,0,0,2,,0,0,0,0,0,1,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,>7 Years
11164861737,249459562,2019-11-21 17:48:28,2019-11-21 17:53:43,1,Owner / Author,1,1,1,0,2,,0,0,1,1,1,0,,2,,0,"Search result numbers are too large, and applying filters does not reduce the results to a manageable size.",2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,3-4 years
11164845313,249459562,2019-11-21 17:40:44,2019-11-21 17:44:07,2,Reviewer / Approver,1,0,0,0,2,,0,0,0,0,1,0,,3,,0,"Yes & No - it's very easy to find documents if you know the document number, but less easy if you need to search by keywords only.",3,,1,,1,,Research and Development (R&D),0,Foster City,,Director,,>7 Years
11164782069,249459562,2019-11-21 17:05:19,2019-11-21 17:08:03,2,Reviewer / Approver,0,1,0,0,2,,0,0,0,0,0,0,coworkers,2,,1,,1,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Director,,>7 Years
11164575794,249459562,2019-11-21 15:23:10,2019-11-21 15:25:00,1,Owner / Author,0,1,1,0,2,,1,0,1,1,1,0,,1,,0,,2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,3-4 years
11164560046,249459562,2019-11-21 15:12:13,2019-11-21 15:18:02,2,Reviewer / Approver,0,1,1,0,2,"As with any system, the training is one thing, but without repeated use of the system, I have had to check the PDs multiple times. The system is not very intuitive and is complicated with so many icons.",0,0,1,1,0,0,Ask colleagues,2,"Now that i've had more experience, I can usually find what i'm looking for.",1,,1,,0,,0,"GDocs was fairly straightforward and I preferred the document to open in a separate window. I do not prefer that the document open up in application. If i want to view it as a separate PDF there are more clicks. A major issue is not necessarily GVault-related but it is difficult to find SOPs because all the numbers have changed. Using the ""legacy number"" function is helpful but does not always work (I can't explain so it may be user error...)",Research and Development (R&D),0,Foster City,,Manager / Group Leader,,3-4 years
11164248951,249459562,2019-11-21 13:25:16,2019-11-21 13:28:02,2,Owner / Author,0,1,1,0,3,,1,1,1,1,0,0,,3,,1,,3,,1,"Increased by many factors of 10, GVault is better than GDocs in every way.",1,,Research and Development (R&D),0,Foster City,,Manager / Group Leader,,3-4 years
11164213528,249459562,2019-11-21 13:12:27,2019-11-21 13:16:50,1,Owner / Author,1,1,1,0,2,,1,0,1,0,1,0,,2,,1,,2,,0,,0,"DCC workflow is different, needs additional approval.",Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,5-7 years
11163964145,249459562,2019-11-21 11:53:50,2019-11-21 12:00:40,1,Reviewer / Approver,0,1,1,0,2,,1,0,0,0,0,0,,2,,0,"Access yes, search need more training.",2,,0,Mainly due to the personal seach understanding,1,Interface is more intuitive,Information Technology (IT),0,Other (please specify),Remote,Other (please specify),Contractor,3-4 years
11163852190,249459562,2019-11-21 11:23:02,2019-11-21 11:24:47,4,Consumer - Read Only,0,0,1,0,3,,1,0,1,0,0,0,,3,,1,,3,,99,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,5-7 years
11163745905,249459562,2019-11-21 10:49:06,2019-11-21 10:53:28,1,Consumer - Read Only,0,0,0,1,1,,0,0,0,0,1,0,,2,,0,"The SOPs are not tied to any other WRKs, forms, etc. I do not know how to locate a WRK, that will help me do my job",0,With GDocs it was easy to find all the procedural documents in my area,0,,0,,Research and Development (R&D),0,Foster City,,Manager / Group Leader,,1 to 2 years
11163618856,249459562,2019-11-21 10:08:44,2019-11-21 10:10:25,3,Consumer - Read Only,0,0,0,1,1,,0,0,0,0,0,0,,3,,1,,2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,5-7 years
11163587267,249459562,2019-11-21 09:59:15,2019-11-21 10:00:55,1,Document Steward for a functional area,1,1,1,0,2,,0,0,0,0,1,0,,2,,1,,2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Individual Contributor,,3-4 years
11163518145,249459562,2019-11-21 09:35:21,2019-11-21 09:38:57,1,Consumer - Read Only,1,1,1,0,2,,1,1,0,1,1,0,,2,,1,,2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Alberta,,Individual Contributor,,>7 Years
11163473107,249459562,2019-11-21 09:20:56,2019-11-21 09:25:17,1,Reviewer / Approver,1,1,1,0,2,There are certain aspects of the software that are not obvious until you use it.  That is the fault of the software itself and not something that can be trained around.,0,1,1,1,1,1,,2,There are a few odd cases that require contacting various people in QA to be sure that the Gilead policy is followed to be sure the right person is reviewing with the right options.,0,The search tool is not adequate if you do not have the document number.,2,It's better than most other software I have used for similar tasks.  But it still has room for improvement.,99,I did not use GDocs,1,I did not use GDocs,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,Less than a year
11163403479,249459562,2019-11-21 09:02:18,2019-11-21 09:05:47,2,Owner / Author,1,0,1,0,2,,0,0,1,0,1,0,,1,,1,,2,,1,,1,,Other (please specify),Environmental Health and Safety,Oceanside,,Individual Contributor,,3-4 years
11163377996,249459562,2019-11-21 08:54:52,2019-11-21 08:58:13,4,Consumer - Read Only,0,1,1,0,2,,0,0,1,1,0,1,,1,,1,,2,,99,,0,,Information Technology (IT),0,Stockley Park,,Individual Contributor,,Less than a year
11163353663,249459562,2019-11-21 08:47:09,2019-11-21 08:50:19,1,Owner / Author,1,1,1,0,2,,0,0,1,1,1,0,,2,,1,"The ""Smart"" search is often incorrect when I am searching for specific products. For example, if I search for Viread Oral Powder, the smart search often adds a filter for ""Viread"" and I either don't find any of the documents I am looking for or I receive way too many results.",2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,3-4 years
11163313703,249459562,2019-11-21 08:36:50,2019-11-21 08:39:13,2,Document Control Group Member,1,0,1,0,2,,0,0,1,0,1,1,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Foster City,,Individual Contributor,,>7 Years
11163307724,249459562,2019-11-21 08:27:42,2019-11-21 08:37:19,1,Consumer - Read Only,1,0,0,0,2,effective but a  lot of material was covered in a short amount of time,0,0,0,0,0,0,I have had little support.  I am was referred to read documentation and could not get one on one assistance.,1,There are times that I am trying to understand the status of the documentation.,0,Previously I could enter a Gilead part number and the specification would come up.  Now I have to know the specification number.,2,,0,"When searching for specification by Gilead part number does not come up, then I have to do more research.",0,it seems about the same to me,Other (please specify),Purchasing,San Dimas/La Verne,,Individual Contributor,,>7 Years
11163271847,249459562,2019-11-21 08:09:22,2019-11-21 08:27:36,4,Owner / Author,1,0,0,0,2,,0,0,1,0,1,0,,2,I need help if I do something for the first time (e.g. creation of a manual which I have not done yet).,0,"Sometimes the documents cannot be found, e.g. the old SOP-DS-21043 cannot be found, only a translation certificate is shown. It is not so easy to set the suitable filters.",2,It is user friendly and clearly structured. It is easy to find previous DCCs now.,1,"It is increased, but you need to revise/create a few documents to get familiar with the system.",1,"We do not need to send so many e-mails anymore, e.g. we can get the softcopy ourselves and can upload the training assignment. And change controls are easy to find now.",Research and Development (R&D),0,Other (please specify),Austria,Manager / Group Leader,,>7 Years
11163230637,249459562,2019-11-21 08:13:34,2019-11-21 08:14:49,1,Document Control Group Member,1,0,0,0,3,,0,0,1,1,1,0,,3,,1,,3,,1,,1,,Research and Development (R&D),0,Cambridge,,Manager / Group Leader,,3-4 years
11163216616,249459562,2019-11-21 07:56:52,2019-11-21 08:11:09,1,Owner / Author,1,0,0,0,2,,0,0,0,0,1,0,,1,,0,"The search function is very limited (only 3 filters option available and there no boolean options such as ""AND"" or ""+"") and is not useful as GDocs especially when searching for word in a document.",1,,0,"More works (fixing format, adding reference, create rendition) when routing a document for approval.",1,"All documents are in one system.  As an author, I like the ability to control track changes which I wasn't able to do in GDocs.",Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,>7 Years
11163197784,249459562,2019-11-21 08:03:52,2019-11-21 08:06:00,1,Reviewer / Approver,1,1,0,0,2,,1,0,1,0,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Other (please specify),Italy,Manager / Group Leader,,1 to 2 years
11163192529,249459562,2019-11-21 07:47:38,2019-11-21 08:04:35,1,Reviewer / Approver,0,1,1,0,1,I have trouble navigating and performing advanced searches.,1,0,1,1,1,1,,2,I have trouble with searching and filters.,0,"Need clearer instructions on non-basic searching.  Also for exporting and printing reports, there are no clear instructions.  The user manuals have too many snapshots of which some are not helpful and some are confusing.",2,The workflows are pretty easy.,0,"I feel that GDocs was easier because the document numbering was clear.  Now with GVault its confusing what used to be called GSSOP and FCSOP is just SOP and APQR was AQR etc, so now searching is harder.  Also, it appears that there is no ""does not include"" choice for searching.",1,Workflows are easier.,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Director,,>7 Years
11163175835,249459562,2019-11-21 07:52:53,2019-11-21 07:59:07,2,Reviewer / Approver,1,1,1,0,3,,0,0,1,1,1,0,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,>7 Years
11163134258,249459562,2019-11-21 07:44:41,2019-11-21 07:46:22,4,Consumer - Read Only,0,0,0,1,1,,1,0,0,0,1,0,,0,I am not a frequent user,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,3-4 years
11163038888,249459562,2019-11-21 07:14:09,2019-11-21 07:17:51,4,Consumer - Read Only,1,0,0,0,2,"I don't use it that often, but the training was intuitive",0,1,0,0,0,0,,2,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Alberta,,Individual Contributor,,3-4 years
11163032301,249459562,2019-11-21 07:12:30,2019-11-21 07:14:53,2,Consumer - Read Only,0,0,1,0,2,,1,0,0,1,0,0,,2,,1,,2,,,,0,,0,0,0,,0,,0
11163024984,249459562,2019-11-21 07:11:30,2019-11-21 07:12:58,3,Consumer - Read Only,0,1,1,0,2,,1,0,0,1,0,1,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,Less than a year
11163015291,249459562,2019-11-21 07:04:41,2019-11-21 07:09:59,1,Owner / Author,1,1,1,0,3,,1,1,0,1,1,0,,2,,0,"I have trouble finding CMO documents, but I work with my manager to access the correct ones.",2,,,Did not use GDocs,0,Did not use GDocs,Pharmaceutical Development and Manufacturing (PDM),0,Alberta,,Individual Contributor,,Less than a year
11163012222,249459562,2019-11-21 07:07:05,2019-11-21 07:09:16,1,Consumer - Read Only,0,0,1,0,2,,0,0,0,1,0,0,,1,No comment,1,Have not had time to search.,2,,,No comment.,0,No comment,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,Less than a year
11162934641,249459562,2019-11-21 06:41:01,2019-11-21 06:44:49,3,Consumer - Read Only,0,0,1,0,2,,1,0,0,0,1,0,,2,,1,"When we search with old SOP numbers, it always does not bring up the document. sometimes, the search requires to add the full title to the search bar to bring up the document on gvault",2,,,NA,0,NA,Other (please specify),ClinOps,Stockley Park,,Other (please specify),Associate,1 to 2 years
11162871065,249459562,2019-11-21 06:15:04,2019-11-21 06:28:03,1,Consumer - Read Only,0,0,0,1,1,,0,1,0,0,0,0,,3,,0,"I have been able to save most documents I need to my favorites, but I needed to have their title or previous document number to find them in the first place.",0,,0,"The login takes longer and username has the additional info appended; It take a long time to load the documents; the entire document cannot be visible all at once, and you have to 'load' the rest, but then you cannot view the first half of the document anymore; searching for documents is not easy unless you know the title.",0,See above.,Other (please specify),DevOps/PVE,Other (please specify),remote,Individual Contributor,,3-4 years
11162774718,249459562,2019-11-21 05:46:25,2019-11-21 05:48:39,1,Consumer - Read Only,0,0,1,0,3,,1,0,1,0,0,1,,2,,1,,2,,1,,1,,Information Technology (IT),0,Stockley Park,,Individual Contributor,,1 to 2 years
11162735002,249459562,2019-11-21 05:31:36,2019-11-21 05:33:30,1,Owner / Author,1,0,0,0,2,,1,0,0,0,1,0,,3,,1,,2,,1,,1,,Research and Development (R&D),0,Cambridge,,Individual Contributor,,>7 Years
11162478191,249459562,2019-11-21 03:30:19,2019-11-21 03:33:52,3,Owner / Author,1,0,0,0,1,Very clear at the moment but really difficult to implement afterwards -,0,0,1,0,1,0,,1,,1,Yes and no - easy if you have set filters and know the new reference #,2,,99,,1,,Research and Development (R&D),0,Other (please specify),Italy,Other (please specify),Associate Director,>7 Years
11162426418,249459562,2019-11-21 02:37:15,2019-11-21 03:06:04,2,Consumer - Read Only,0,1,1,0,2,,1,0,0,1,0,1,,3,,1,,3,,1,,1,,Information Technology (IT),0,Other (please specify),France,Manager / Group Leader,,3-4 years
11162334889,249459562,2019-11-21 02:08:22,2019-11-21 02:19:27,1,Consumer - Read Only,0,1,1,0,1,,0,1,0,0,0,0,Asking colleagues,2,,0,"Although the search functionality is good, the numbering and referencing to the previous PD numbers is not always complete and has made it very difficult and time consuming to find PDs that are needed.",0,No structure to the system and no obvious way to locate related PDs,,"When you know the PD you are looking for, it is more user friendly and easier to open and read documents than GDocs. However the renumbering of all PDs has seriously hampered efficiency",1,,Research and Development (R&D),0,Cambridge,,Other (please specify),Sr Director,>7 Years
11162305101,249459562,2019-11-21 01:51:53,2019-11-21 01:55:42,2,Reviewer / Approver,1,1,0,0,3,Combination of very good instructor lead for overview and self training for details was a good solution,1,1,0,0,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Other (please specify),German affiliate,Individual Contributor,,5-7 years
11162290193,249459562,2019-11-21 01:43:58,2019-11-21 01:47:52,1,Owner / Author,0,0,1,0,2,,0,0,1,0,0,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Other (please specify),india,Other (please specify),gxp worker,Less than a year
11162246095,249459562,2019-11-21 01:14:17,2019-11-21 01:22:40,3,Consumer - Read Only,0,0,1,0,2,,1,1,0,1,0,1,,2,,1,,2,,1,,1,,Facilities and Operations,0,Foster City,,Individual Contributor,,3-4 years
11162230496,249459562,2019-11-21 01:11:07,2019-11-21 01:13:14,2,Consumer - Read Only,0,0,1,0,1,,0,0,0,0,0,0,,1,,0,,1,,0,,0,,Research and Development (R&D),0,Other (please specify),spain,Manager / Group Leader,,5-7 years
11162228478,249459562,2019-11-21 01:07:13,2019-11-21 01:13:04,2,Consumer - Read Only,1,1,1,0,1,"Training was too soon - before the system was rolled out. Perhaps hands on training for read only, to show how to search for docs would have been more effective",1,0,0,0,0,0,,0,Have not had to do this yet,0,,1,Still have difficulty finding the PDs that I want to reference,99,My use is limited at the moment,1,able to download PDs to share,Research and Development (R&D),0,Cambridge,,Director,,>7 Years
11162209541,249459562,2019-11-21 00:46:09,2019-11-21 01:00:54,1,Owner / Author,1,1,1,0,1,,0,0,1,0,1,1,,2,,1,,3,,1,,1,,Research and Development (R&D),0,Other (please specify),France,Manager / Group Leader,,3-4 years
11162199027,249459562,2019-11-21 00:52:36,2019-11-21 00:54:54,2,Consumer - Read Only,0,1,1,0,2,,0,1,1,0,1,0,,3,,1,,2,,1,,1,,Information Technology (IT),0,Cork/Dublin,,Other (please specify),It engineer,Less than a year
11162177409,249459562,2019-11-21 00:37:37,2019-11-21 00:41:49,2,Consumer - Read Only,0,1,1,0,2,helpful to understand the procedures,0,0,1,1,1,0,,3,able to complete the work,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,Less than a year
11162163868,249459562,2019-11-20 22:11:39,2019-11-21 00:33:12,2,Consumer - Read Only,0,0,0,1,2,,0,0,1,0,0,0,,3,,1,,2,,1,,1,,Finance,0,Other (please specify),India,Other (please specify),SQA Contractor,1 to 2 years
11162160686,249459562,2019-11-21 00:28:56,2019-11-21 00:31:26,4,Not Sure,0,1,0,0,2,,1,0,0,1,0,1,,2,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Other (please specify),contractor,Less than a year
11162149515,249459562,2019-11-21 00:16:13,2019-11-21 00:23:45,3,Consumer - Read Only,1,0,1,0,1,"a quick refresher training on searching documents would be welcome now that we have SOP, WRK, BED, etc",0,0,0,0,0,0,peers help,2,,0,"advanced search (per department for example) not very clear to me.   different types of documents (SOP, WRK, BED, etc)  related documents are not linked",2,,99,No noticeable difference from a read only perspective,0,,0,0,0,,0,,0
11162116786,249459562,2019-11-21 00:00:41,2019-11-21 00:03:28,3,Not Sure,1,0,1,0,3,Found ILC training very informative,0,0,0,1,0,0,,1,,1,,2,,99,Not using it long so not sure yet,1,,Facilities and Operations,0,Cork/Dublin,,Individual Contributor,,>7 Years
11162108328,249459562,2019-11-20 23:55:16,2019-11-20 23:57:23,1,Consumer - Read Only,1,1,1,0,2,,1,0,0,0,0,0,,2,,1,We will still be using IRSOP numbers in many years time here to search,2,,99,,1,,Commercial,0,Cork/Dublin,,Individual Contributor,,5-7 years
11162092368,249459562,2019-11-20 23:44:30,2019-11-20 23:46:54,2,Consumer - Read Only,0,1,1,0,2,,0,0,1,1,0,0,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Other (please specify),Milan,Director,,3-4 years
11162076678,249459562,2019-11-20 23:31:21,2019-11-20 23:35:48,1,Owner / Author,0,1,1,0,2,,0,0,1,0,1,0,,1,,0,Usually search result brings too many documents and I cannot sort it to find the document I want.,1,I am not sure if my life gets better with GVault QDMS compared to GDocs.,99,,0,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,>7 Years
11162070515,249459562,2019-11-20 23:22:29,2019-11-20 23:31:42,1,Owner / Author,1,0,1,0,1,"The onsite procedures are poor. Not all of the information is documented in one procedure and the flow of information is poor. The documents show be instructional, with clear step by step instructions. They are not",0,0,0,0,0,0,The first time I updated a document and routed it for approval i had all of the relevant procedures in front on me. The is no flow to them and the information is disjointed. I relied on a co-worker who had previously routed documents to show me. Alot of the steps he showed me were not in the procedures or were buried in them.,0,The procedures are NOT user friendly. Refer to previous comment,1,,1,,1,This system will be easier to use once I become more familiar with it.,0,"The process is still laborious and could definitely be improved, but there are less steps on the new system and more of a flow to it",Pharmaceutical Development and Manufacturing (PDM),0,Cork/Dublin,,Other (please specify),QC Chemist,>7 Years
11162045195,249459562,2019-11-20 23:06:19,2019-11-20 23:12:56,1,Consumer - Read Only,1,1,1,0,2,Read to understand and sign off.  when perform the job try to do the right thing and follow it.,1,1,1,1,1,0,,2,,1,Only when you remember the SOP number.,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Individual Contributor,,>7 Years
11162010255,249459562,2019-11-20 22:45:44,2019-11-20 22:47:00,4,Not Sure,0,0,1,0,2,,0,0,1,0,1,1,,1,,1,,2,,99,,0,,0,0,0,,0,,0
11161958371,249459562,2019-11-20 22:02:49,2019-11-20 22:07:02,1,Not Sure,0,0,1,0,2,,1,1,0,1,1,1,,2,,1,,2,,1,,1,,Information Technology (IT),0,Other (please specify),India,Other (please specify),Worker,Less than a year
11161928586,249459562,2019-11-20 21:40:05,2019-11-20 21:43:35,3,Consumer - Read Only,0,1,0,0,2,,0,0,0,0,0,1,,2,,1,,2,,99,,1,,Other (please specify),Contractor,Other (please specify),Remote,Other (please specify),Contractor,Less than a year
11161912919,249459562,2019-11-20 21:07:52,2019-11-20 21:37:48,2,Reviewer / Approver,1,0,0,0,1,"I wanted to know how to effectively search a document I want to look and what kind of documents I can search, namely basic information on GVault.",0,0,0,0,0,0,"I tried to, but couldn't find any support and information. (Example, I wanted to print SOP, but I couldn't do it.)",1,"I sometimes couldn't find the document I want to see, and also couldn't print the document.",0,I sometimes couldn't find the document I want to see.,1,I want a manual or a guide for GVault.,99,,1,it's easily viewable for searched document list in GVault compared to GDocs.,Research and Development (R&D),0,Other (please specify),Tokyo,Manager / Group Leader,,3-4 years
11161907195,249459562,2019-11-20 21:23:36,2019-11-20 21:26:27,3,Owner / Author,1,1,1,0,2,,1,1,0,1,0,0,,2,,1,,2,,0,,1,,Information Technology (IT),0,Other (please specify),India,Other (please specify),Validation Engineer,3-4 years
11161898134,249459562,2019-11-20 21:16:09,2019-11-20 21:20:37,3,Reviewer / Approver,1,1,1,0,3,,0,0,0,1,1,1,,3,,1,,3,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,Less than a year
11161862250,249459562,2019-11-20 20:43:59,2019-11-20 20:54:56,1,Consumer - Read Only,0,1,1,0,1,,0,0,1,0,0,0,,2,,1,,1,,99,,1,,Commercial,0,Other (please specify),"Tokyo, Japan",Individual Contributor,,1 to 2 years
11161840941,249459562,2019-11-20 20:34:24,2019-11-20 20:36:28,1,Reviewer / Approver,1,0,1,0,3,,0,0,0,0,1,0,,3,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Oceanside,,Director,,5-7 years
